"Seq,cal","Seq,all",L,L/Hs,a,"a1,mea","a1,mean","a1,cal","a1/Hs,cal","a1,all","a1/Hs,all",a1/AD50,a1/AD90,a1/AD95,"hu,mea","hu,cal",qs,ys,ls,ys/Hs,ls/Hs
0.003266605,0.003266605,1,21.87254122,0.0086,,,0.005333395,0.116654908,0.005333395,0.116654908,1.817789804,1.422618107,1.283145744,0.026,,0,0.028,！a,0.612431154,-
0.001542415,0.001542415,1,12.20183316,0.0086,,,0.007057585,0.086115475,0.007057585,0.086115475,2.4054482,1.882524678,1.697963435,0.062,,0,0.105,！a,1.281192482,-
0.002183417,0.002183417,1,15.98892463,0.0086,,,0.006416583,0.102594269,0.006416583,0.102594269,2.186974588,1.71154533,1.543746768,0.043,,0,0.064,！a,1.023291176,-
0.002794003,0.002794003,2,38.7384056,0.0172,,,0.011611993,0.224915047,0.011611993,0.224915047,3.957734494,3.09735743,2.793694937,0.035,,0,0.053,1.2,1.026567748,23.24304336
0.002794003,0.002794003,2,38.7384056,0.0172,,,0.011611993,0.224915047,0.011611993,0.224915047,3.957734494,3.09735743,2.793694937,0.042,,0,0.057,1.3,1.104044559,25.17996364
0.001803312,0.001803312,2,27.5576751,0.0172,,,0.013593376,0.187300919,0.013593376,0.187300919,4.633052484,3.625867161,3.270389989,0.054,,0,0.07,1.6,0.964518628,22.04614008
0.001542415,0.001542415,2,24.40366632,0.0172,,,0.01411517,0.17223095,0.01411517,0.17223095,4.8108964,3.765049357,3.395926871,0.063,,0,0.081,1.8,0.988348486,21.96329969
0.001351507,0.001351507,2,22.02033314,0.0172,,,0.014496986,0.159614233,0.014496986,0.159614233,4.941031414,3.86689415,3.487786881,0.07,,0,0.09,2,0.990914991,22.02033314
0.002794003,0.002794003,4,77.47681119,0.0344,,,0.023223986,0.449830095,0.023223986,0.449830095,7.915468989,6.194714861,5.587389874,0.032,,0,0.076,1.4,1.472059413,27.11688392
0.002183417,0.002183417,4,63.95569851,0.0344,,,0.025666334,0.410377076,0.025666334,0.410377076,8.747898352,6.846181319,6.174987072,0.043,,0,0.09,1.7,1.439003216,27.18117187
0.001803312,0.001803312,4,55.1153502,0.0344,,,0.027186752,0.374601839,0.027186752,0.374601839,9.266104968,7.251734322,6.540779977,0.054,,0,0.112,2.1,1.543229805,28.93555885
0.003266605,0.003266605,4,87.49016488,0.0344,,,0.021333581,0.466619633,0.021333581,0.466619633,7.271159214,5.690472429,5.132582975,0.027,,0,0.065,1.1,1.421715179,24.05979534
0.003266605,0.003266605,3,65.61762366,0.0258,,,0.016000186,0.349964725,0.016000186,0.349964725,5.453369411,4.267854321,3.849437231,0.027,,0,0.05,1,1.093627061,21.87254122
0.002794003,0.002794003,3,58.10760839,0.0258,,,0.01741799,0.337372571,0.01741799,0.337372571,5.936601742,4.646036146,4.190542406,0.035,,0,0.061,1.2,1.181521371,23.24304336
0.002183417,0.002183417,3,47.96677388,0.0258,,,0.01924975,0.307782807,0.01924975,0.307782807,6.560923764,5.134635989,4.631240304,0.043,,0,0.071,1.4,1.135213649,22.38449448
0.001803312,0.001803312,3,41.33651265,0.0258,,,0.020390064,0.280951379,0.020390064,0.280951379,6.949578726,5.438800742,4.905584983,0.052,,0,0.084,1.7,1.157422354,23.42402383
0.001542415,0.001542415,3,36.60549949,0.0258,,,0.021172755,0.258346425,0.021172755,0.258346425,7.2163446,5.647574035,5.093890306,0.062,,0,0.094,2,1.146972317,24.40366632
0.011865387,0.011865387,2,41.90283662,0.06,,,0.036269227,0.759891745,0.036269227,0.759891745,4.227182623,3.32105365,3.32105365,,,0,0.096,,2.011336158,
0.009799776,0.009799776,2,36.11076993,0.06,,,0.040400447,0.729445628,0.040400447,0.729445628,4.708676835,3.699335889,3.699335889,,,0,0.116,,2.094424656,
0.008381978,0.008381978,2,31.97784925,0.06,,,0.043236044,0.691297843,0.043236044,0.691297843,5.039165924,3.958982111,3.958982111,,,0,0.129,,2.062571277,
0.007344522,0.007344522,2,28.85479929,0.06,,,0.045310955,0.653719257,0.045310955,0.653719257,5.280997094,4.148974917,4.148974917,,,0,0.14,,2.01983595,
0.006550224,0.006550224,2,26.39713295,0.06,,,0.046899551,0.619006843,0.046899551,0.619006843,5.466148151,4.294437427,4.294437427,,,0,0.158,,2.085373503,
0.017751779,0.017751779,2,57.32227417,0.08,,,0.044496443,1.275318639,0.044496443,1.275318639,5.186065561,4.074392685,4.074392685,,,0,0.081,,2.321552104,
0.01372547,0.01372547,2,46.92823636,0.08,,,0.05254906,1.233017365,0.05254906,1.233017365,6.124599122,4.811744388,4.811744388,,,0,0.134,,3.144191836,
0.01126456,0.01126456,2,40.24304162,0.08,,,0.05747088,1.156401511,0.05747088,1.156401511,6.698237782,5.262419208,5.262419208,,,0,0.174,,3.501144621,
0.009594543,0.009594543,2,35.52118983,0.08,,,0.060810915,1.08003802,0.060810915,1.08003802,7.087519179,5.568255156,5.568255156,,,0,0.209,,3.711964337,
0.008381978,0.008381978,2,31.97784925,0.08,,,0.063236044,1.011076335,0.063236044,1.011076335,7.370168255,5.790316238,5.790316238,,,0,0.233,,3.725419438,
0.011865387,0.011865387,2,41.90283662,0.06,,,0.036269227,0.759891745,0.036269227,0.759891745,4.227182623,3.32105365,3.32105365,,,0,0.087,,1.822773393,
0.009799776,0.009799776,2,36.11076993,0.06,,,0.040400447,0.729445628,0.040400447,0.729445628,4.708676835,3.699335889,3.699335889,,,0,0.114,,2.058313886,
0.008381978,0.008381978,2,31.97784925,0.06,,,0.043236044,0.691297843,0.043236044,0.691297843,5.039165924,3.958982111,3.958982111,,,0,0.131,,2.094549126,
0.007344522,0.007344522,2,28.85479929,0.06,,,0.045310955,0.653719257,0.045310955,0.653719257,5.280997094,4.148974917,4.148974917,,,0,0.14,,2.01983595,
0.006550224,0.006550224,2,26.39713295,0.06,,,0.046899551,0.619006843,0.046899551,0.619006843,5.466148151,4.294437427,4.294437427,,,0,0.152,,2.006182104,
0.017751779,0.017751779,2,57.32227417,0.08,,,0.044496443,1.275318639,0.044496443,1.275318639,5.186065561,4.074392685,4.074392685,,,0,0.114,,3.267369628,
0.01372547,0.01372547,2,46.92823636,0.08,,,0.05254906,1.233017365,0.05254906,1.233017365,6.124599122,4.811744388,4.811744388,,,0,0.116,,2.721837709,
0.01126456,0.01126456,2,40.24304162,0.08,,,0.05747088,1.156401511,0.05747088,1.156401511,6.698237782,5.262419208,5.262419208,,,0,0.167,,3.360293975,
0.009594543,0.009594543,2,35.52118983,0.08,,,0.060810915,1.08003802,0.060810915,1.08003802,7.087519179,5.568255156,5.568255156,,,0,0.2,,3.552118983,
0.008381978,0.008381978,2,31.97784925,0.08,,,0.063236044,1.011076335,0.063236044,1.011076335,7.370168255,5.790316238,5.790316238,,,0,0.223,,3.565530192,
